primary_city,state,county
Mentone,TX,Loving
Midkiff,TX,Upton
Monahans,TX,Ward
Gardendale,TX,Ector
Notrees,TX,Ector
Odessa,TX,Ector
Orla,TX,Reeves
Pecos,TX,Reeves
Penwell,TX,Ector
Pyote,TX,Ward
Rankin,TX,Upton
Saragosa,TX,Reeves
Sheffield,TX,Pecos
Stanton,TX,Martin
Tarzan,TX,Martin
Toyah,TX,Reeves
Toyahvale,TX,Reeves
Wickett,TX,Ward
Wink,TX,Winkler
Anthony,TX,El Paso
Alpine,TX,Brewster
Big Bend National Park,TX,Brewster
Canutillo,TX,El Paso
Clint,TX,El Paso
Dell City,TX,Hudspeth
Fabens,TX,El Paso
Fort Hancock,TX,Hudspeth
Marathon,TX,Brewster
Marfa,TX,Presidio
Presidio,TX,Presidio
Redford,TX,Presidio
Salt Flat,TX,Hudspeth
Sanderson,TX,Terrell
San Elizario,TX,El Paso
Sierra Blanca,TX,Hudspeth
Terlingua,TX,Brewster
Tornillo,TX,El Paso
Valentine,TX,Jeff Davis
Van Horn,TX,Culberson
El Paso,TX,El Paso
Fort Bliss,TX,El Paso
Arvada,CO,Jefferson
Aurora,CO,Arapahoe
Broomfield,CO,Broomfield
Commerce City,CO,Adams
Dupont,CO,Adams
Eldorado Springs,CO,Boulder
Lafayette,CO,Boulder
Louisville,CO,Boulder
Westminster,CO,Adams
Wheat Ridge,CO,Jefferson
Agate,CO,Elbert
Bennett,CO,Adams
Byers,CO,Arapahoe
Castle Rock,CO,Douglas
Deer Trail,CO,Arapahoe
Elbert,CO,El Paso
Elizabeth,CO,Elbert
Englewood,CO,Arapahoe
Franktown,CO,Douglas
Kiowa,CO,Elbert
Larkspur,CO,Douglas
Littleton,CO,Arapahoe
Lone Tree,CO,Douglas
Louviers,CO,Douglas
Monument,CO,El Paso
Palmer Lake,CO,El Paso
Parker,CO,Douglas
Sedalia,CO,Douglas
Strasburg,CO,Adams
Watkins,CO,Arapahoe
Denver,CO,Denver
Thornton,CO,Adams
Boulder,CO,Boulder
Golden,CO,Jefferson
Alma,CO,Park
Bailey,CO,Park
Black Hawk,CO,Gilpin
Bond,CO,Eagle
Breckenridge,CO,Summit
Buffalo Creek,CO,Jefferson
Burns,CO,Eagle
Central City,CO,Gilpin
Clark,CO,Routt
Climax,CO,Lake
Coalmont,CO,Jackson
Como,CO,Park
Conifer,CO,Jefferson
Cowdrey,CO,Jackson
Dillon,CO,Summit
Dumont,CO,Clear Creek
Evergreen,CO,Jefferson
Empire,CO,Clear Creek
Fairplay,CO,Park
Fraser,CO,Grand
Frisco,CO,Summit
Georgetown,CO,Clear Creek
Granby,CO,Grand
Grand Lake,CO,Grand
Grant,CO,Park
Hartsel,CO,Park
Hot Sulphur Springs,CO,Grand
Idaho Springs,CO,Clear Creek
Idledale,CO,Jefferson
Indian Hills,CO,Jefferson
Jamestown,CO,Boulder
Jefferson,CO,Park
Kittredge,CO,Jefferson
Kremmling,CO,Grand
Leadville,CO,Lake
Mc Coy,CO,Routt
Morrison,CO,Jefferson
Nederland,CO,Boulder
Oak Creek,CO,Routt
Parshall,CO,Grand
Phippsburg,CO,Routt
Pine,CO,Jefferson
Pinecliffe,CO,Boulder
Rand,CO,Jackson
Rollinsville,CO,Gilpin
Shawnee,CO,Park
Silver Plume,CO,Clear Creek
Steamboat Springs,CO,Routt
Tabernash,CO,Grand
Toponas,CO,Routt
Walden,CO,Jackson
Ward,CO,Boulder
Winter Park,CO,Grand
Yampa,CO,Routt
Silverthorne,CO,Summit
Longmont,CO,Boulder
Allenspark,CO,Boulder
Estes Park,CO,Larimer
Bellvue,CO,Larimer
Berthoud,CO,Larimer
Dacono,CO,Weld
Drake,CO,Larimer
Erie,CO,Weld
Firestone,CO,Weld
Fort Collins,CO,Larimer
Frederick,CO,Weld
Glen Haven,CO,Larimer
Hygiene,CO,Boulder
Johnstown,CO,Weld
Laporte,CO,Larimer
Livermore,CO,Larimer
Loveland,CO,Larimer
Lyons,CO,Boulder
Masonville,CO,Larimer
Mead,CO,Weld
Milliken,CO,Weld
Niwot,CO,Boulder
Red Feather Lakes,CO,Larimer
Severance,CO,Weld
Timnath,CO,Larimer
Wellington,CO,Larimer
Windsor,CO,Weld
Brighton,CO,Adams
Ault,CO,Weld
Briggsdale,CO,Weld
Carr,CO,Weld
Eastlake,CO,Adams
Eaton,CO,Weld
Evans,CO,Weld
Fort Lupton,CO,Weld
Galeton,CO,Weld
Gilcrest,CO,Weld
Gill,CO,Weld
Greeley,CO,Weld
Henderson,CO,Adams
Hudson,CO,Weld
Keenesburg,CO,Weld
Kersey,CO,Weld
La Salle,CO,Weld
Lucerne,CO,Weld
Nunn,CO,Weld
Orchard,CO,Morgan
Pierce,CO,Weld
Platteville,CO,Weld
Roggen,CO,Weld
Weldona,CO,Morgan
Wiggins,CO,Morgan
Fort Morgan,CO,Morgan
Log Lane Village,CO,Morgan
Akron,CO,Washington
Amherst,CO,Phillips
Atwood,CO,Logan
Brush,CO,Morgan
Crook,CO,Logan
Eckley,CO,Yuma
Fleming,CO,Logan
Grover,CO,Weld
Haxtun,CO,Phillips
Hereford,CO,Weld
Hillrose,CO,Morgan
Holyoke,CO,Phillips
Idalia,CO,Yuma
Iliff,CO,Logan
Julesburg,CO,Sedgwick
Lindon,CO,Washington
Merino,CO,Logan
New Raymer,CO,Weld
Otis,CO,Washington
Ovid,CO,Sedgwick
Padroni,CO,Logan
Paoli,CO,Phillips
Peetz,CO,Logan
Sedgwick,CO,Sedgwick
Snyder,CO,Morgan
Sterling,CO,Logan
Stoneham,CO,Weld
Vernon,CO,Yuma
Woodrow,CO,Washington
Wray,CO,Yuma
Yuma,CO,Yuma
Anton,CO,Washington
Arapahoe,CO,Cheyenne
Arriba,CO,Lincoln
Bethune,CO,Kit Carson
Burlington,CO,Kit Carson
Calhan,CO,El Paso
Cascade,CO,El Paso
Cheyenne Wells,CO,Cheyenne
Cope,CO,Washington
Cripple Creek,CO,Teller
Divide,CO,Teller
Flagler,CO,Kit Carson
Florissant,CO,Teller
Fountain,CO,El Paso
Genoa,CO,Lincoln
Green Mountain Falls,CO,El Paso
Guffey,CO,Park
Hugo,CO,Lincoln
Joes,CO,Yuma
Karval,CO,Lincoln
Kirk,CO,Yuma
Kit Carson,CO,Cheyenne
Limon,CO,Lincoln
Lake George,CO,Park
Manitou Springs,CO,El Paso
Matheson,CO,Elbert
Peyton,CO,El Paso
Ramah,CO,El Paso
Rush,CO,El Paso
Seibert,CO,Kit Carson
Simla,CO,Elbert
Stratton,CO,Kit Carson
Usaf Academy,CO,El Paso
Victor,CO,Teller
Vona,CO,Kit Carson
Wild Horse,CO,Cheyenne
Woodland Park,CO,Teller
Yoder,CO,El Paso
Colorado Springs,CO,El Paso
Pueblo,CO,Pueblo
Colorado City,CO,Pueblo
Aguilar,CO,Las Animas
Arlington,CO,Kiowa
Avondale,CO,Pueblo
Beulah,CO,Pueblo
Boncarbo,CO,Las Animas
Boone,CO,Pueblo
Branson,CO,Las Animas
Campo,CO,Baca
Cheraw,CO,Otero
Crowley,CO,Crowley
Ordway,CO,Crowley
Eads,CO,Kiowa
Fort Lyon,CO,Bent
Fowler,CO,Otero
Gardner,CO,Huerfano
Granada,CO,Prowers
Hartman,CO,Prowers
Hasty,CO,Bent
Haswell,CO,Kiowa
Hoehne,CO,Las Animas
Holly,CO,Prowers
Kim,CO,Las Animas
La Junta,CO,Otero
Lamar,CO,Prowers
Las Animas,CO,Bent
La Veta,CO,Huerfano
Mc Clave,CO,Bent
Manzanola,CO,Otero
Model,CO,Las Animas
Olney Springs,CO,Crowley
Pritchett,CO,Baca
Rocky Ford,CO,Otero
Rye,CO,Pueblo
Sheridan Lake,CO,Kiowa
Springfield,CO,Baca
Stonington,CO,
Sugar City,CO,Crowley
Swink,CO,Otero
Trinchera,CO,Las Animas
Trinidad,CO,Las Animas
Two Buttes,CO,Baca
Vilas,CO,Baca
Walsenburg,CO,Huerfano
Walsh,CO,Baca
Weston,CO,Las Animas
Wiley,CO,Prowers
Alamosa,CO,Alamosa
Antonito,CO,Conejos
Arboles,CO,Archuleta
Bayfield,CO,La Plata
Blanca,CO,Costilla
Capulin,CO,Conejos
Center,CO,Saguache
Chama,CO,Costilla
Chimney Rock,CO,Archuleta
Chromo,CO,Archuleta
Conejos,CO,Conejos
Creede,CO,Mineral
Crestone,CO,Saguache
Del Norte,CO,Rio Grande
Fort Garland,CO,Costilla
San Luis,CO,Costilla
Homelake,CO,Rio Grande
Hooper,CO,Alamosa
Ignacio,CO,La Plata
Jaroso,CO,Costilla
La Jara,CO,Conejos
Manassa,CO,Conejos
Moffat,CO,Saguache
Monte Vista,CO,Rio Grande
Mosca,CO,Alamosa
Pagosa Springs,CO,Archuleta
Romeo,CO,Conejos
Saguache,CO,Saguache
Sanford,CO,Conejos
San Pablo,CO,Costilla
South Fork,CO,Rio Grande
Villa Grove,CO,Saguache
Salida,CO,Chaffee
Almont,CO,Gunnison
Buena Vista,CO,Chaffee
Canon City,CO,Fremont
Cimarron,CO,Gunnison
Coal Creek,CO,Fremont
Coaldale,CO,Fremont
Cotopaxi,CO,Fremont
Crested Butte,CO,Gunnison
Florence,CO,Fremont
Monarch,CO,Chaffee
Granite,CO,Chaffee
Gunnison,CO,Gunnison
Hillside,CO,Fremont
Howard,CO,Fremont
Lake City,CO,Hinsdale
Nathrop,CO,Chaffee
Ohio City,CO,Gunnison
Parlin,CO,Gunnison
Penrose,CO,Fremont
Pitkin,CO,Gunnison
Poncha Springs,CO,Chaffee
Powderhorn,CO,Gunnison
Rockvale,CO,Fremont
Sargents,CO,Saguache
Twin Lakes,CO,Lake
Westcliffe,CO,Custer
Wetmore,CO,Custer
Durango,CO,La Plata
Cahone,CO,Dolores
Cortez,CO,Montezuma
Dolores,CO,Montezuma
Dove Creek,CO,Dolores
Egnar,CO,San Miguel
Hesperus,CO,La Plata
Lewis,CO,Montezuma
Mancos,CO,Montezuma
Marvel,CO,La Plata
Mesa Verde National Park,CO,Montezuma
Pleasant View,CO,Montezuma
Rico,CO,Dolores
Towaoc,CO,Montezuma
Yellow Jacket,CO,Montezuma
Montrose,CO,Montrose
Austin,CO,Delta
Bedrock,CO,Montrose
Cedaredge,CO,Delta
Cory,CO,Delta
Crawford,CO,Delta
Delta,CO,Delta
Eckert,CO,Delta
Hotchkiss,CO,Delta
Lazear,CO,Delta
Naturita,CO,Montrose
Norwood,CO,San Miguel
Nucla,CO,Montrose
Olathe,CO,Montrose
Ophir,CO,San Miguel
Ouray,CO,Ouray
Paonia,CO,Delta
Paradox,CO,Montrose
Placerville,CO,San Miguel
Redvale,CO,Montrose
Ridgway,CO,Ouray
Silverton,CO,San Juan
Somerset,CO,Gunnison
Telluride,CO,San Miguel
Grand Junction,CO,Mesa
Clifton,CO,Mesa
Fruita,CO,Mesa
Gateway,CO,Mesa
Glade Park,CO,Mesa
Loma,CO,Mesa
Mack,CO,Mesa
Palisade,CO,Mesa
Whitewater,CO,Mesa
Glenwood Springs,CO,Garfield
Dinosaur,CO,Moffat
Aspen,CO,Pitkin
Snowmass Village,CO,Pitkin
Avon,CO,Eagle
Basalt,CO,Eagle
Carbondale,CO,Garfield
Collbran,CO,Mesa
Craig,CO,Moffat
De Beque,CO,Mesa
Eagle,CO,Eagle
Edwards,CO,Eagle
Parachute,CO,Garfield
Battlement Mesa,CO,Garfield
Gypsum,CO,Eagle
Hamilton,CO,Moffat
Hayden,CO,Routt
Maybell,CO,Moffat
Meeker,CO,Rio Blanco
Meredith,CO,Pitkin
Mesa,CO,Mesa
Minturn,CO,Eagle
Molina,CO,Mesa
New Castle,CO,Garfield
Rangely,CO,Rio Blanco
Red Cliff,CO,Eagle
Rifle,CO,Garfield
Silt,CO,Garfield
Slater,CO,Routt
Snowmass,CO,Pitkin
Wolcott,CO,Eagle
Woody Creek,CO,Pitkin
Vail,CO,Eagle
Cheyenne,WY,Laramie
Fe Warren AFB,WY,Laramie
Albin,WY,Laramie
Bosler,WY,Albany
Buford,WY,Albany
Burns,WY,Laramie
Carpenter,WY,Laramie
Centennial,WY,Albany
Garrett,WY,Albany
Granite Canon,WY,Laramie
Hillsdale,WY,Laramie
Horse Creek,WY,Laramie
Jelm,WY,Albany
Laramie,WY,Albany
Meriden,WY,Laramie
Pine Bluffs,WY,Laramie
Rock River,WY,Albany
Tie Siding,WY,Albany
Yellowstone National Park,WY,Park
Wheatland,WY,Platte
Chugwater,WY,Platte
Fort Laramie,WY,Goshen
Glendo,WY,Platte
Guernsey,WY,Platte
Hartville,WY,Platte
Hawk Springs,WY,Goshen
Huntley,WY,Goshen
Jay Em,WY,Goshen
Lagrange,WY,Goshen
Lance Creek,WY,Niobrara
Lingle,WY,Goshen
Lost Springs,WY,Converse
Lusk,WY,Niobrara
Manville,WY,Niobrara
Shawnee,WY,Converse
Torrington,WY,Goshen
Van Tassell,WY,Niobrara
Veteran,WY,Goshen
Yoder,WY,Goshen
Rawlins,WY,Carbon
Jeffrey City,WY,Fremont
Baggs,WY,Carbon
Bairoil,WY,Sweetwater
Dixon,WY,Carbon
Elk Mountain,WY,Carbon
Encampment,WY,Carbon
Hanna,WY,Carbon
Medicine Bow,WY,Carbon
Saratoga,WY,Carbon
Savery,WY,Carbon
Sinclair,WY,Carbon
Walcott,WY,Carbon
Wamsutter,WY,Sweetwater
Worland,WY,Washakie
Basin,WY,Big Horn
Burlington,WY,Big Horn
Byron,WY,Big Horn
Cody,WY,Park
Cowley,WY,Big Horn
Deaver,WY,Big Horn
Emblem,WY,Big Horn
Frannie,WY,Big Horn
Greybull,WY,Big Horn
Hyattville,WY,Big Horn
Kirby,WY,Hot Springs
Lovell,WY,Big Horn
Manderson,WY,Big Horn
Meeteetse,WY,Park
Otto,WY,Big Horn
Powell,WY,Park
Ralston,WY,Park
Shell,WY,Big Horn
Ten Sleep,WY,Washakie
Thermopolis,WY,Hot Springs
Wapiti,WY,Park
Riverton,WY,Fremont
Arapahoe,WY,Fremont
Crowheart,WY,Fremont
Dubois,WY,Fremont
Fort Washakie,WY,Fremont
Hudson,WY,Fremont
Kinnear,WY,Fremont
Lander,WY,Fremont
Pavillion,WY,Fremont
Saint Stephens,WY,Fremont
Casper,WY,Natrona
Shirley Basin,WY,Carbon
Alcova,WY,Natrona
Arminto,WY,Natrona
Douglas,WY,Converse
Edgerton,WY,Natrona
Evansville,WY,Natrona
Glenrock,WY,Converse
Hiland,WY,Natrona
Kaycee,WY,Johnson
Linch,WY,Johnson
Lysite,WY,Fremont
Midwest,WY,Natrona
Mills,WY,Natrona
Natrona,WY,Natrona
Powder River,WY,Natrona
Shoshoni,WY,Fremont
Newcastle,WY,Weston
Aladdin,WY,Crook
Alva,WY,Crook
Beulah,WY,Crook
Devils Tower,WY,Crook
Four Corners,WY,Weston
Gillette,WY,Campbell
Hulett,WY,Crook
Moorcroft,WY,Crook
Osage,WY,Weston
Recluse,WY,Campbell
Rozet,WY,Campbell
Sundance,WY,Crook
Upton,WY,Weston
Weston,WY,Campbell
Wright,WY,Campbell
Sheridan,WY,Sheridan
Arvada,WY,Sheridan
Banner,WY,Sheridan
Big Horn,WY,Sheridan
Buffalo,WY,Johnson
Clearmont,WY,Sheridan
Dayton,WY,Sheridan
Leiter,WY,Sheridan
Parkman,WY,Sheridan
Ranchester,WY,Sheridan
Saddlestring,WY,Johnson
Story,WY,Sheridan
Wolf,WY,Sheridan
Wyarno,WY,Sheridan
Rock Springs,WY,Sweetwater
Bondurant,WY,Sublette
Boulder,WY,Sublette
Cora,WY,Sublette
Little America,WY,Sweetwater
Evanston,WY,Uinta
Farson,WY,Sweetwater
Fort Bridger,WY,Uinta
Granger,WY,Sweetwater
Green River,WY,Sweetwater
Lonetree,WY,Uinta
Lyman,WY,Uinta
Mc Kinnon,WY,Sweetwater
Mountain View,WY,Uinta
Pinedale,WY,Sublette
Point Of Rocks,WY,Sweetwater
Reliance,WY,Sweetwater
Robertson,WY,Uinta
Superior,WY,Sweetwater
Jackson,WY,Teton
Kelly,WY,Teton
Moose,WY,Teton
Moran,WY,Teton
Wilson,WY,Teton
Teton Village,WY,Teton
Kemmerer,WY,Lincoln
Afton,WY,Lincoln
Auburn,WY,Lincoln
Bedford,WY,Lincoln
Big Piney,WY,Sublette
Cokeville,WY,Lincoln
Daniel,WY,Sublette
Diamondville,WY,Lincoln
Etna,WY,Lincoln
Fairview,WY,Lincoln
Freedom,WY,Lincoln
Frontier,WY,Lincoln
Grover,WY,Lincoln
La Barge,WY,Lincoln
Opal,WY,Lincoln
Smoot,WY,Lincoln
Thayne,WY,Lincoln
Alpine,WY,Lincoln
Pocatello,ID,Bannock
Fort Hall,ID,Bingham
Aberdeen,ID,Bingham
American Falls,ID,Power
Arbon,ID,Power
Arco,ID,Butte
Arimo,ID,Bannock
Atomic City,ID,Bingham
Bancroft,ID,Caribou
Basalt,ID,Bingham
Bern,ID,Bear Lake
Blackfoot,ID,Bingham
Bloomington,ID,Bear Lake
Challis,ID,Custer
Clayton,ID,Custer
Clifton,ID,Franklin
Cobalt,ID,Lemhi
Conda,ID,Caribou
Dayton,ID,Franklin
Dingle,ID,Bear Lake
Downey,ID,Bannock
Ellis,ID,Custer
Firth,ID,Bingham
Franklin,ID,Franklin
Geneva,ID,Bear Lake
Georgetown,ID,Bear Lake
Grace,ID,Caribou
Holbrook,ID,Oneida
Howe,ID,Butte
Inkom,ID,Bannock
Lava Hot Springs,ID,Bannock
Mccammon,ID,Bannock
Mackay,ID,Custer
Malad City,ID,Oneida
May,ID,Custer
Montpelier,ID,Bear Lake
Moore,ID,Butte
Moreland,ID,Bingham
Paris,ID,Bear Lake
Pingree,ID,Bingham
Preston,ID,Franklin
Rockland,ID,Power
Saint Charles,ID,Bear Lake
Shelley,ID,Bingham
Soda Springs,ID,Caribou
Springfield,ID,Bingham
Stanley,ID,Custer
Swanlake,ID,Bannock
Thatcher,ID,Franklin
Wayan,ID,Caribou
Weston,ID,Franklin
Fish Haven,ID,Bear Lake
Twin Falls,ID,Twin Falls
Rogerson,ID,Twin Falls
Albion,ID,Cassia
Almo,ID,Cassia
Bellevue,ID,Blaine
Bliss,ID,Gooding
Buhl,ID,Twin Falls
Burley,ID,Cassia
Carey,ID,Blaine
Castleford,ID,Twin Falls
Corral,ID,Camas
Declo,ID,Cassia
Dietrich,ID,Lincoln
Eden,ID,Jerome
Fairfield,ID,Camas
Filer,ID,Twin Falls
Gooding,ID,Gooding
Hagerman,ID,Gooding
Hailey,ID,Blaine
Hansen,ID,Twin Falls
Hazelton,ID,Jerome
Heyburn,ID,Minidoka
Hill City,ID,Camas
Jerome,ID,Jerome
Ketchum,ID,Blaine
Kimberly,ID,Twin Falls
Malta,ID,Cassia
Minidoka,ID,Minidoka
Murtaugh,ID,Twin Falls
Oakley,ID,Cassia
Paul,ID,Minidoka
Picabo,ID,Blaine
Richfield,ID,Lincoln
Rupert,ID,Minidoka
Shoshone,ID,Lincoln
Sun Valley,ID,Blaine
Wendell,ID,Gooding
Idaho Falls,ID,Bonneville
Alta,WY,Teton
Ashton,ID,Fremont
Chester,ID,Fremont
Driggs,ID,Teton
Dubois,ID,Clark
Felt,ID,Teton
Hamer,ID,Jefferson
Iona,ID,Bonneville
Irwin,ID,Bonneville
Island Park,ID,Fremont
Lewisville,ID,Jefferson
Macks Inn,ID,Fremont
Menan,ID,Jefferson
Monteview,ID,Jefferson
Newdale,ID,Fremont
Parker,ID,Fremont
Rexburg,ID,Madison
Rigby,ID,Jefferson
Ririe,ID,Jefferson
Roberts,ID,Jefferson
Saint Anthony,ID,Fremont
Spencer,ID,Clark
Sugar City,ID,Madison
Swan Valley,ID,Bonneville
Terreton,ID,Jefferson
Teton,ID,Fremont
Tetonia,ID,Teton
Ucon,ID,Bonneville
Victor,ID,Teton
Carmen,ID,Lemhi
Gibbonsville,ID,Lemhi
Leadore,ID,Lemhi
Lemhi,ID,Lemhi
North Fork,ID,Lemhi
Salmon,ID,Lemhi
Tendoy,ID,Lemhi
Shoup,ID,Lemhi
Lewiston,ID,Nez Perce
Ahsahka,ID,Clearwater
Cottonwood,ID,Idaho
Craigmont,ID,Lewis
Culdesac,ID,Nez Perce
Elk City,ID,Idaho
Ferdinand,ID,Idaho
Grangeville,ID,Idaho
Fenn,ID,Idaho
Greencreek,ID,Idaho
Juliaetta,ID,Latah
Kamiah,ID,Idaho
Kendrick,ID,Latah
Kooskia,ID,Idaho
Lapwai,ID,Nez Perce
Lenore,ID,Clearwater
Lucile,ID,Idaho
Nezperce,ID,Lewis
Orofino,ID,Clearwater
Peck,ID,Nez Perce
Pierce,ID,Clearwater
Pollock,ID,Idaho
Reubens,ID,Nez Perce
Riggins,ID,Idaho
Stites,ID,Idaho
Weippe,ID,Clearwater
White Bird,ID,Idaho
Winchester,ID,Lewis
Atlanta,ID,Elmore
Banks,ID,Boise
Bruneau,ID,Owyhee
Caldwell,ID,Canyon
Cambridge,ID,Washington
Cascade,ID,Valley
Council,ID,Adams
Donnelly,ID,Valley
Eagle,ID,Ada
Emmett,ID,Gem
Fruitland,ID,Payette
Garden Valley,ID,Boise
Glenns Ferry,ID,Elmore
Grand View,ID,Owyhee
Greenleaf,ID,Canyon
Hammett,ID,Elmore
Homedale,ID,Owyhee
Horseshoe Bend,ID,Boise
Huston,ID,Canyon
Idaho City,ID,Boise
Indian Valley,ID,Adams
King Hill,ID,Elmore
Kuna,ID,Ada
Lake Fork,ID,Valley
Letha,ID,Gem
Lowman,ID,Boise
Mccall,ID,Valley
Marsing,ID,Owyhee
Melba,ID,Canyon
Meridian,ID,Ada
Mesa,ID,Adams
Middleton,ID,Canyon
Midvale,ID,Washington
Mountain Home,ID,Elmore
Mountain Home AFB,ID,Elmore
Murphy,ID,Owyhee
Nampa,ID,Canyon
New Meadows,ID,Adams
New Plymouth,ID,Payette
Notus,ID,Canyon
Ola,ID,Gem
Parma,ID,Canyon
Payette,ID,Payette
Placerville,ID,Boise
Star,ID,Ada
Sweet,ID,Gem
Warren,ID,Idaho
Weiser,ID,Washington
Wilder,ID,Canyon
Yellow Pine,ID,Valley
Boise,ID,Ada
Garden City,ID,Ada
Athol,ID,Kootenai
Avery,ID,Shoshone
Bayview,ID,Kootenai
Blanchard,ID,Bonner
Bonners Ferry,ID,Boundary
Bovill,ID,Latah
Calder,ID,Shoshone
Careywood,ID,Bonner
Cataldo,ID,Kootenai
Clark Fork,ID,Bonner
Clarkia,ID,Shoshone
Cocolalla,ID,Bonner
Coeur D Alene,ID,Kootenai
Coolin,ID,Bonner
Oldtown,ID,Bonner
Deary,ID,Latah
Desmet,ID,Benewah
Dover,ID,Bonner
Eastport,ID,Boundary
Elk River,ID,Clearwater
Fernwood,ID,Benewah
Genesee,ID,Latah
Harrison,ID,Kootenai
Harvard,ID,Latah
Hayden,ID,Kootenai
Hope,ID,Bonner
Kellogg,ID,Shoshone
Kingston,ID,Shoshone
Kootenai,ID,Bonner
Laclede,ID,Bonner
Medimont,ID,Kootenai
Moscow,ID,Latah
Moyie Springs,ID,Boundary
Mullan,ID,Shoshone
Naples,ID,Boundary
Nordman,ID,Bonner
Osburn,ID,Shoshone
Pinehurst,ID,Shoshone
Plummer,ID,Benewah
Ponderay,ID,Bonner
Porthill,ID,Boundary
Post Falls,ID,Kootenai
Potlatch,ID,Latah
Priest River,ID,Bonner
Princeton,ID,Latah
Rathdrum,ID,Kootenai
Sagle,ID,Bonner
Saint Maries,ID,Benewah
Sandpoint,ID,Bonner
Colburn,ID,Bonner
Santa,ID,Benewah
Silverton,ID,Shoshone
Smelterville,ID,Shoshone
Spirit Lake,ID,Kootenai
Tensed,ID,Benewah
Troy,ID,Latah
Viola,ID,Latah
Wallace,ID,Shoshone
Murray,ID,Shoshone
Worley,ID,Kootenai
Altamont,UT,Duchesne
Altonah,UT,Duchesne
American Fork,UT,Utah
Alpine,UT,Utah
Eagle Mountain,UT,Utah
Bingham Canyon,UT,Salt Lake
Bluebell,UT,Duchesne
Bonanza,UT,Uintah
South Jordan,UT,Salt Lake
Bountiful,UT,Davis
Cedar Valley,UT,Utah
Centerville,UT,Davis
Clearfield,UT,Davis
Coalville,UT,Summit
Croydon,UT,Morgan
Draper,UT,Salt Lake
Duchesne,UT,Duchesne
Dugway,UT,Tooele
Dutch John,UT,Daggett
Echo,UT,Summit
Farmington,UT,Davis
Fort Duchesne,UT,Uintah
Fruitland,UT,Duchesne
Garden City,UT,Rich
Grantsville,UT,Tooele
Hanna,UT,Duchesne
Heber City,UT,Wasatch
Henefer,UT,Summit
Ibapah,UT,Tooele
Jensen,UT,Uintah
Kamas,UT,Summit
Kaysville,UT,Davis
Laketown,UT,Rich
Lapoint,UT,Uintah
Layton,UT,Davis
Lindon,UT,Utah
Lehi,UT,Utah
Magna,UT,Salt Lake
Saratoga Springs,UT,Utah
Manila,UT,Daggett
Midvale,UT,Salt Lake
Midway,UT,Wasatch
Morgan,UT,Morgan
Mountain Home,UT,Duchesne
Myton,UT,Duchesne
Neola,UT,Duchesne
North Salt Lake,UT,Davis
Oakley,UT,Summit
Hill AFB,UT,Davis
Orem,UT,Utah
Vineyard,UT,Utah
Park City,UT,Summit
Peoa,UT,Summit
Pleasant Grove,UT,Utah
Randlett,UT,Uintah
Randolph,UT,Rich
Riverton,UT,Salt Lake
Roosevelt,UT,Duchesne
Roy,UT,Weber
Rush Valley,UT,Tooele
Sandy,UT,Salt Lake
Stockton,UT,Tooele
Tabiona,UT,Duchesne
Talmage,UT,Duchesne
Tooele,UT,Tooele
Syracuse,UT,Davis
Tridell,UT,Uintah
Vernal,UT,Uintah
Vernon,UT,Tooele
West Jordan,UT,Salt Lake
Wallsburg,UT,Wasatch
Wendover,UT,Tooele
Whiterocks,UT,Uintah
Woodruff,UT,Rich
Woods Cross,UT,Davis
Herriman,UT,Salt Lake
Salt Lake City,UT,Salt Lake
West Valley City,UT,Salt Lake
Ogden,UT,Weber
Bear River City,UT,Box Elder
Brigham City,UT,Box Elder
Cache Junction,UT,Cache
Clarkston,UT,Cache
Collinston,UT,Box Elder
Corinne,UT,Box Elder
Cornish,UT,Cache
Deweyville,UT,Box Elder
Eden,UT,Weber
Fielding,UT,Box Elder
Garland,UT,Box Elder
Grouse Creek,UT,Box Elder
Honeyville,UT,Box Elder
Hooper,UT,Weber
Howell,UT,Box Elder
Huntsville,UT,Weber
Hyde Park,UT,Cache
Hyrum,UT,Cache
Lewiston,UT,Cache
Logan,UT,Cache
Mantua,UT,Box Elder
Mendon,UT,Cache
Millville,UT,Cache
Newton,UT,Cache
Paradise,UT,Cache
Park Valley,UT,Box Elder
Plymouth,UT,Box Elder
Portage,UT,Box Elder
Providence,UT,Cache
Richmond,UT,Cache
Riverside,UT,Box Elder
Smithfield,UT,Cache
Snowville,UT,Box Elder
Tremonton,UT,Box Elder
Trenton,UT,Cache
Wellsville,UT,Cache
Willard,UT,Box Elder
Price,UT,Carbon
Aneth,UT,San Juan
Blanding,UT,San Juan
Bluff,UT,San Juan
Castle Dale,UT,Emery
Cisco,UT,Grand
Clawson,UT,Emery
Cleveland,UT,Emery
East Carbon,UT,Carbon
Elmo,UT,Emery
Emery,UT,Emery
Ferron,UT,Emery
Green River,UT,Emery
Helper,UT,Carbon
Huntington,UT,Emery
Kenilworth,UT,Carbon
La Sal,UT,San Juan
Mexican Hat,UT,San Juan
Moab,UT,Grand
Lake Powell,UT,Kane
Montezuma Creek,UT,San Juan
Monticello,UT,San Juan
Monument Valley,UT,San Juan
Orangeville,UT,Emery
Sunnyside,UT,Carbon
Thompson,UT,Grand
Wellington,UT,Carbon
Provo,UT,Utah
Aurora,UT,Sevier
Axtell,UT,Sanpete
Centerfield,UT,Sanpete
Chester,UT,Sanpete
Delta,UT,Millard
